id,price_doc
30673,7661847.48155127
30674,9913923.107096711
30675,2947194.7913767295
30676,6661658.615994981
30677,4202593.165613406
30678,11024768.948616829
30679,5432475.171147243
30680,6703269.367448518
30681,2542874.92649102
30682,6625074.261264171
30683,7564801.615241035
30684,4715965.069530405
30685,6189415.100860376
30686,6400502.566618813
30687,3459277.3450177223
30688,3274092.6742281946
30689,8160734.222227772
30690,15338281.106398843
30691,4267936.756813276
30692,5157781.307744283
30693,6844750.82703053
30694,4108301.9045240358
30695,6316780.188700224
30696,5555312.918095298
30697,9974400.4621926
30698,7037037.537639313
30699,5123637.575471187
30700,3452669.8057625215
30701,7005588.265508677
30702,5722437.970497632
30703,4063680.2876125784
30704,7035287.794016524
30705,7062460.798958672
30706,13162917.491883216
30707,5282274.042465364
30708,9482229.296164012
30709,4485303.264305614
30710,6799411.673759575
30711,4944896.801410617
30712,3860453.4748670175
30713,4311826.234241145
30714,5402033.170116604
30715,4218310.0804462945
30716,7567153.320068631
30717,4990577.118930773
30718,9230903.083071312
30719,10549743.121802077
30720,6867188.5363445105
30721,2668039.7350621526
30722,7528572.9500748115
30723,5558211.052365538
30724,8441026.870288996
30725,6040754.016579951
30726,8630306.164406974
30727,7219275.1423695935
30728,7677141.139088419
30729,4646353.50005165
30730,5306542.306222085
30731,6723968.037916998
30732,4221641.369712365
30733,8630248.02120734
30734,5080088.866240967
30735,5048087.017089507
30736,10037649.35742973
30737,5676372.221207892
30738,4554116.62848705
30739,4752861.095351862
30740,5071123.995560319
30741,7385232.195484622
30742,4718897.4064010875
30743,3578998.060578588
30744,8197005.622368439
30745,6867404.380806902
30746,5166069.846211282
30747,10676391.051205186
30748,9615884.325590901
30749,4284824.762844514
30750,4905267.604321645
30751,4303666.85165573
30752,6776889.292195323
30753,7347155.189612024
30754,4989523.132777307
30755,5249956.32458781
30756,11780861.370749773
30757,4916593.859083186
30758,7463676.7695563175
30759,5388518.260574074
30760,4926871.54321101
30761,7832598.836615049
30762,5640393.742760736
30763,8308714.835987568
30764,5372380.546285919
30765,4611651.261525131
30766,4130462.3771923967
30767,7672523.184685039
30768,4390702.2940111905
30769,6321863.975415641
30770,6821748.227533308
30771,3127093.3824267252
30772,7893431.268840308
30773,8585216.033382861
30774,5677773.01296479
30775,7778465.048591093
30776,5039083.44372107
30777,5499840.530559674
30778,7465858.354600933
30779,5833993.306559708
30780,5578996.067511277
30781,4951596.71816533
30782,5102158.66542718
30783,5158599.218783792
30784,3721716.007502061
30785,4470052.859049829
30786,4477561.837510387
30787,6941971.635675739
30788,4757320.840447577
30789,6328188.4624469485
30790,5424748.175104002
30791,7665229.145537869
30792,5145923.073481948
30793,9156191.015379032
30794,8387194.333561414
30795,7853315.082996932
30796,9995191.799967473
30797,9849932.144025613
30798,2872433.580246358
30799,7446045.812522783
30800,11476624.766914511
30801,6589120.675634239
30802,16638970.5027578
30803,2509740.130731655
30804,3152295.7730577607
30805,11647353.811862867
30806,5168879.292446538
30807,5814720.238054087
30808,7338116.412337444
30809,4962782.6334473435
30810,8942731.325802619
30811,3976545.6865195786
30812,5792519.438543378
30813,4425704.245793703
30814,3573494.794448165
30815,3882350.3881367357
30816,8029113.399272801
30817,2714937.030812529
30818,6663811.270428823
30819,7201230.404881375
30820,5140686.554041755
30821,12672790.677575456
30822,6753680.190166353
30823,6099615.212143856
30824,3453225.2814985253
30825,6370427.230622799
30826,6949916.97182039
30827,6207807.433344239
30828,5375440.287300978
30829,5313554.449817017
30830,8223861.1676247595
30831,4494443.454826601
30832,5203106.044587466
30833,5013549.098698858
30834,3649608.470720758
30835,6512135.930081078
30836,5935245.019192104
30837,4457766.966780867
30838,4529687.738890037
30839,5376292.393030923
30840,9740912.677329594
30841,8252647.108294292
30842,5319349.138808207
30843,4414096.337022564
30844,11859523.195285583
30845,7625709.223368705
30846,4714602.1546236295
30847,5669694.382937479
30848,6793497.7377317
30849,3501406.526302079
30850,3695541.4590720264
30851,4155330.5340172574
30852,6417140.850432999
30853,3154100.261985048
30854,5219503.9258942595
30855,5421579.671545256
30856,6395840.802492557
30857,2370730.202859591
30858,4985415.665267311
30859,5460942.166675029
30860,4760092.082193472
30861,6522525.150231394
30862,6413438.528734444
30863,7811808.365221835
30864,5374472.027230118
30865,7166352.17603996
30866,8275422.825763707
30867,4830050.880595757
30868,7061536.0431411415
30869,4320611.901128183
30870,5467662.92211626
30871,5801855.222168728
30872,3972094.191998716
30873,2975208.2309227814
30874,4861404.143327821
30875,5400483.803667589
30876,3484419.906153488
30877,7384528.246546995
30878,5558262.531874515
30879,11062064.061099982
30880,6666875.9790274305
30881,2714945.1696233917
30882,7603307.372421772
30883,2756716.9392249687
30884,5821111.76845108
30885,4894852.030920714
30886,6660249.261876213
30887,5573685.720398686
30888,6468333.401088872
30889,5282001.222653983
30890,6747831.440425891
30891,4007709.3413393744
30892,3936710.657797316
30893,5054839.217054757
30894,5763705.672700179
30895,4519636.099549822
30896,4464113.667946718
30897,7686959.416732395
30898,6202452.183284759
30899,4661687.2674588235
30900,2839363.906067402
30901,5093431.77372568
30902,2881661.461156947
30903,5324802.909721652
30904,6261807.470474053
30905,5676005.075870952
30906,5667756.900839079
30907,9884186.001681522
30908,3506582.797823464
30909,9381619.941521153
30910,6431212.552546854
30911,4936573.232012886
30912,5001180.043045111
30913,9282042.7963964
30914,5355586.21800865
30915,6958851.257388459
30916,4697316.023787821
30917,6015664.1237026695
30918,5282114.6396340355
30919,5476595.897998112
30920,4221926.691000908
30921,5225463.245949087
30922,5174132.383196288
30923,3109524.6034556287
30924,7189146.799228429
30925,11099919.640780242
30926,4878287.63071436
30927,6959721.6369639505
30928,4151305.5417799684
30929,6652383.561908803
30930,8683132.605045931
30931,7211257.984212029
30932,4211314.983804884
30933,4327456.496156324
30934,7631735.365626271
30935,5792556.760042203
30936,4907057.509384449
30937,6819443.212437329
30938,234669.59334941718
30939,10386642.777119886
30940,4834876.762014774
30941,5568735.573797515
30942,2930436.544696922
30943,5380496.720553813
30944,5848468.916243981
30945,3694907.3479746287
30946,10119656.256913595
30947,5034752.174558294
30948,6375042.792293824
30949,4468913.225049005
30950,5598374.282068835
30951,10817731.760009127
30952,9063143.91768812
30953,7647096.156304166
30954,5311536.143347177
30955,5068298.041890036
30956,5584492.3750744425
30957,4720708.691755558
30958,14710164.801685669
30959,7707835.870870058
30960,6521936.82609501
30961,6668851.729503858
30962,8933709.778718583
30963,2899620.4812464113
30964,3621987.23364258
30965,4871618.684726908
30966,9214154.337732675
30967,9578601.310114404
30968,4616531.200325745
30969,2566372.1856609657
30970,9869504.26368779
30971,8749306.695831526
30972,2651215.913362255
30973,5997138.255283714
30974,3611148.094772897
30975,7466005.256143537
30976,5739664.394312353
30977,4782140.993536462
30978,6821520.653437569
30979,2828807.232112978
30980,8787742.602302024
30981,5954019.600859224
30982,4855525.714227547
30983,3045634.130199542
30984,5944422.336200364
30985,3194578.1745185363
30986,7427314.957367714
30987,8053475.339768437
30988,5290358.413335916
30989,7444581.796392515
30990,9451760.124888225
30991,6945357.906729051
30992,3729449.581620829
30993,6448314.520146037
30994,4204036.866365064
30995,5951451.328190645
30996,5410372.361141238
30997,6153076.2258048775
30998,6477739.111763243
30999,6995299.887675515
31000,7218245.61051074
31001,7397126.559089965
31002,6942132.414257393
31003,7356727.600418382
31004,2979912.008003937
31005,2972479.981249689
31006,5668165.353830862
31007,5150910.716117328
31008,6682971.034465134
31009,5374060.965812078
31010,5384758.118743193
31011,4254714.983476897
31012,5974498.149779617
31013,5298478.297609115
31014,8909812.76592545
31015,7141254.746611944
31016,4198786.980431013
31017,6693998.166344664
31018,5046833.159310086
31019,3813035.6333269817
31020,5405542.286976762
31021,8713015.466337465
31022,11716975.176882075
31023,7185055.313726107
31024,3986320.835285258
31025,6371719.74652252
31026,5121474.583656124
31027,4283036.098255967
31028,5203183.806376063
31029,8077508.485641772
31030,4500225.200824106
31031,6575717.004725041
31032,7089118.02643547
31033,12563408.184281835
31034,5613562.523453203
31035,7003684.420614618
31036,5550324.955512429
31037,14015584.759340452
31038,3674452.337391599
31039,6276653.33881126
31040,8358066.177294242
31041,3540026.1778172054
31042,6446603.533838323
31043,5584439.551345522
31044,6709533.101347131
31045,5922197.499149748
31046,8950698.819042172
31047,7741535.217438581
31048,5541752.3089227015
31049,6202532.248789497
31050,6749192.287007173
31051,4735681.894439644
31052,2859323.2201085743
31053,11277055.49434508
31054,6833843.95965245
31055,4675256.869793774
31056,9126944.142990382
31057,6271232.846045634
31058,6099079.631220048
31059,2869604.3899480724
31060,5559588.171804331
31061,7030379.599808001
31062,6322015.079671181
31063,2587092.111889971
31064,3693354.698414218
31065,8086467.2892205585
31066,4871668.684766154
31067,7574443.554931938
31068,3650048.940991556
31069,4354487.868935323
31070,3632202.8847794053
31071,2641404.4954222613
31072,6549547.433461776
31073,2714945.1696233917
31074,6366002.457980726
31075,5517311.834045162
31076,6067458.664396305
31077,5154869.851615752
31078,3927546.8184135933
31079,4488437.63793052
31080,5258705.605812613
31081,3820164.3033705214
31082,9105414.341224512
31083,4877532.51243304
31084,6652136.837348066
31085,8361534.4637078475
31086,3648936.53085677
31087,4468865.834474767
31088,5688428.998725816
31089,4980258.588991113
31090,14923503.655986499
31091,5119482.153456487
31092,5000080.336675418
31093,6272608.111822835
31094,6126155.446590802
31095,4152137.0071892226
31096,12826764.192090934
31097,8614941.369107792
31098,7612197.533350858
31099,8853247.081509868
31100,4122065.2912336905
31101,4125639.225882078
31102,5209938.457496368
31103,8763740.63663819
31104,4731771.689909168
31105,6145604.971029205
31106,4078320.204355597
31107,11820499.38114955
31108,5803498.305534813
31109,4051400.048426465
31110,6530689.289083054
31111,8805807.12314167
31112,4424404.802760634
31113,3930480.890499641
31114,4083624.073434075
31115,4152949.4623616873
31116,5449614.354011384
31117,6091521.5607555015
31118,3144487.371919128
31119,2674054.7877158797
31120,4631146.515297059
31121,9127426.094360773
31122,5435106.523502839
31123,4116192.5028270385
31124,5245832.544997972
31125,7615199.974553984
31126,14258908.485443171
31127,5877778.417542594
31128,5356085.85135391
31129,4134269.7969464893
31130,7947703.807622889
31131,7145297.575918842
31132,6408800.741888653
31133,7844103.885949462
31134,5487845.660095887
31135,7731525.334066288
31136,7958683.482051219
31137,4641117.847071738
31138,4935392.181706255
31139,3059629.9712248268
31140,6888784.601007014
31141,6494086.73595591
31142,6869875.389316105
31143,3893579.318094151
31144,2876676.88294347
31145,4740644.0290460745
31146,4461290.872379974
31147,9535423.009159397
31148,5428308.182716582
31149,2746488.492170068
31150,6831618.425437786
31151,4540395.945050494
31152,8047017.5668277405
31153,4398846.5843874365
31154,9130222.935968623
31155,5764612.130700502
31156,8549970.666826041
31157,5628307.256899894
31158,7539145.447868789
31159,6874996.326132697
31160,5504515.703996508
31161,2958440.9873105786
31162,4190091.1483916985
31163,5651094.218520776
31164,5322658.629173233
31165,9711362.085234119
31166,5027050.218204512
31167,5648906.1360732885
31168,7417363.6219989965
31169,6915363.339421407
31170,4696935.449271123
31171,9269988.498300027
31172,4058685.0450024023
31173,7146262.175492515
31174,7381437.323200088
31175,11564417.479004005
31176,4062655.3522714623
31177,7114227.445277479
31178,3822657.4331721785
31179,4081862.6804740783
31180,3671231.3919603117
31181,5932830.094521663
31182,5275843.831739487
31183,5891270.189654934
31184,4222900.768126217
31185,3054607.961615839
31186,7705115.617033331
31187,3929633.607198741
31188,4165884.176453566
31189,3535417.7178749144
31190,6029050.971730801
31191,9895953.239401663
31192,4190385.8197206566
31193,4979730.350635485
31194,7089389.507661787
31195,6289314.506956981
31196,4588091.900407531
31197,9850515.748150695
31198,5018289.415371508
31199,5149740.15982679
31200,8931467.45868784
31201,3682380.323490201
31202,3187546.0975706154
31203,7104186.257593022
31204,3664754.693167781
31205,7034602.322657959
31206,4939010.03706997
31207,3614423.315413737
31208,5353364.555106693
31209,4480887.166852703
31210,5017830.265511659
31211,6472206.1969929505
31212,5203393.991507894
31213,8105668.089190621
31214,5261385.291306999
31215,3926474.8316259375
31216,5922853.885276191
31217,5456284.105249313
31218,6554727.242826776
31219,4226607.273017824
31220,5936532.350702009
31221,2899934.9050943186
31222,5377656.115050616
31223,6898738.901034928
31224,5981725.774862281
31225,7691718.782017978
31226,6511224.167476543
31227,6620344.762399868
31228,9590472.822170813
31229,6344455.544650066
31230,6481969.66610261
31231,3191322.981869149
31232,5292138.248201382
31233,4763752.322752693
31234,4913755.995515342
31235,4194008.6445462266
31236,5660699.529132113
31237,9754148.218114503
31238,5203591.55195581
31239,9400697.589958161
31240,5612675.017133327
31241,4799391.257461128
31242,5250927.731043395
31243,3446770.2304702397
31244,5609114.797468948
31245,6489707.573190776
31246,7797359.601491879
31247,4344721.930442559
31248,6213387.657774038
31249,7130859.640766919
31250,5979416.349139681
31251,5420479.996078869
31252,6658169.278614577
31253,6986557.061375784
31254,5748199.915434316
31255,9093798.211616997
31256,5469113.166045588
31257,3884445.1462680353
31258,7233423.683974639
31259,7934571.976335284
31260,7055678.662954271
31261,14056363.042453011
31262,5676005.075870952
31263,5441985.217738295
31264,2954145.612471892
31265,7385406.027345307
31266,6953871.528265832
31267,3211158.766412653
31268,4095564.9908921835
31269,7332740.644783436
31270,3194347.933951359
31271,3971637.103618473
31272,8886187.075410347
31273,6348979.716277679
31274,4393684.589113551
31275,4796480.79998809
31276,5372391.803102868
31277,4388507.97208281
31278,9161012.769877583
31279,9518126.240503917
31280,7266518.171375746
31281,5652114.895871973
31282,8767934.84460438
31283,7387466.177665644
31284,4769186.114445847
31285,3881043.153002176
31286,7229400.622370874
31287,7255315.480735225
31288,4014222.641236022
31289,7959730.136085129
31290,5132281.323589017
31291,5363369.923067669
31292,4197735.095300806
31293,5806770.718252659
31294,3088690.8589847377
31295,11428896.91126513
31296,6156513.313055202
31297,6580381.774613731
31298,4051985.1097287135
31299,6967100.236439543
31300,6335114.738106335
31301,6680653.82777462
31302,5081048.527173305
31303,6348130.18560081
31304,4727174.074384442
31305,9975256.9194964
31306,3194516.8645459195
31307,5340746.5135766985
31308,6704067.873240193
31309,7076508.68438598
31310,18367453.885646693
31311,5005434.684785725
31312,4857074.49613193
31313,9106247.462201336
31314,4968863.097199966
31315,7267315.443165656
31316,9051465.343178295
31317,11367017.04262654
31318,6695957.196680264
31319,5127835.383992365
31320,5667152.732816328
31321,6051845.090871704
31322,12233341.89548355
31323,6758769.253926673
31324,6266319.233588638
31325,5079390.750567097
31326,4861878.118167643
31327,6874805.670947824
31328,9844014.721987456
31329,4322231.709592959
31330,7443643.735663962
31331,6166023.568005272
31332,4537580.723357257
31333,3895218.8715789723
31334,4102249.006908855
31335,5483358.28730192
31336,6529815.522362417
31337,6089575.347575244
31338,3777964.992705288
31339,4239796.756503624
31340,5203497.008173923
31341,6979160.924283858
31342,5003891.764239811
31343,2569283.385871569
31344,3497158.675706078
31345,5159513.7900609905
31346,3066992.586848634
31347,7331635.753485223
31348,9671700.448364843
31349,8491267.732529972
31350,3695143.811025587
31351,4293243.81560616
31352,7449874.863893203
31353,4512289.295898373
31354,5511612.9079808295
31355,8778835.535022704
31356,4475215.994289208
31357,3777564.3300844305
31358,3702277.7827213774
31359,5828338.875411212
31360,10384369.31072844
31361,3832341.532218832
31362,7424092.374290823
31363,4057094.1200002553
31364,4116238.0034284093
31365,2813228.5590289407
31366,6666032.876070237
31367,7242330.988038608
31368,5453832.692643029
31369,3608229.672186357
31370,7508616.390317693
31371,7994010.65671394
31372,4971290.22033373
31373,4466411.047504939
31374,6052865.8539352985
31375,4653004.266927362
31376,5151263.874518796
31377,8104806.272918287
31378,5365492.419466679
31379,17503680.31418923
31380,4094365.4331028685
31381,4945771.45385578
31382,4748977.885189121
31383,7254977.741496206
31384,15486405.897445306
31385,10098754.085913338
31386,6633898.358382233
31387,9357347.86589273
31388,5457126.433802276
31389,3763712.1125201313
31390,6849085.2582310075
31391,4303210.026081062
31392,8451906.554678597
31393,7273022.726268028
31394,4851350.8055877825
31395,4161820.2945123506
31396,7686660.974846166
31397,5000229.623936453
31398,4866775.743938688
31399,8862512.360798426
31400,6895820.90562421
31401,8128306.374429245
31402,8723447.226886395
31403,3802253.020310816
31404,4491859.234006719
31405,6764781.906435099
31406,9109140.442870319
31407,2554918.1898235735
31408,6901992.365518672
31409,3735732.669625216
31410,8864505.785732288
31411,6621150.383057216
31412,8214088.603284318
31413,6627624.74747614
31414,5037014.925086417
31415,9246749.465541404
31416,5582305.983279623
31417,4089709.773288189
31418,7508361.0792656345
31419,8117794.0687069865
31420,6610901.27548521
31421,6040642.737458516
31422,5661118.042651051
31423,5407433.329158269
31424,12063440.03535294
31425,4784332.63758816
31426,4275018.514044154
31427,4749330.535317631
31428,6613336.647123764
31429,8892963.17559624
31430,4037113.9812617907
31431,4451564.703288494
31432,5308372.112464031
31433,5088964.536909461
31434,2888107.8188937316
31435,9834844.237881364
31436,6076042.375878819
31437,9169820.511805505
31438,6826161.254438759
31439,15917717.044774726
31440,5834504.787200598
31441,5589127.181941624
31442,6950211.294341148
31443,9993972.55517752
31444,6101171.460265655
31445,8641625.569135567
31446,8368091.89374852
31447,4853911.382840201
31448,7814131.435077253
31449,7114197.048764181
31450,5642146.925125999
31451,7356413.254524538
31452,8062193.139634768
31453,5342522.874751108
31454,4944771.862018024
31455,6789904.064002983
31456,3693354.698414218
31457,5317523.644474258
31458,11478246.213070542
31459,6646802.858236798
31460,3868709.2723772544
31461,4255621.013871453
31462,3670672.1158819036
31463,4520348.669250423
31464,6822934.819104105
31465,5035185.155095214
31466,16323543.723049669
31467,2685518.2691586525
31468,11691806.241610833
31469,4008010.2525868164
31470,4120959.8237571693
31471,9801968.017367063
31472,3730422.601942725
31473,6933385.687810651
31474,4820069.9505409505
31475,5934407.448010767
31476,13592824.79259741
31477,6107023.4644810865
31478,4259931.757388174
31479,5794004.353566277
31480,6310293.59911194
31481,7550101.455646796
31482,8230810.738163225
31483,8135872.022789957
31484,7793905.675009262
31485,3448024.0760656833
31486,3109637.558683747
31487,3915920.439980779
31488,9483659.307650806
31489,6984728.9071857715
31490,6048049.375563586
31491,5496047.741860519
31492,7152001.408678506
31493,8135997.654461952
31494,5105466.155726937
31495,4875415.842252775
31496,7174209.122517731
31497,3419751.0352860577
31498,8865158.521034697
31499,9285138.009023875
31500,8230584.996031273
31501,6778923.898386553
31502,8158621.411997343
31503,4618208.673019296
31504,8040887.699402094
31505,10043097.988336295
31506,6783176.263641038
31507,5053106.251966156
31508,6389308.236943765
31509,4299760.641075903
31510,4901181.483020531
31511,4071435.176678654
31512,6058021.482191687
31513,12167271.157236546
31514,12274432.952411152
31515,3089757.5900948453
31516,10428700.193632998
31517,4998739.938421397
31518,7206581.47693234
31519,5394064.005342974
31520,5512597.141018608
31521,4340905.537729556
31522,4041060.7775218613
31523,6131233.0857672375
31524,6729907.799439496
31525,8483016.80850197
31526,5129865.699810043
31527,7051051.905805483
31528,3721894.8608919303
31529,4795130.793095929
31530,6346424.8802398825
31531,6833032.233722523
31532,5234284.799344814
31533,11522834.488449557
31534,6936338.448655501
31535,7125807.261094116
31536,7558639.952415044
31537,4367153.20705396
31538,4018624.3874089904
31539,4280429.141189046
31540,6657722.347578366
31541,3888970.0186294545
31542,4497184.112723961
31543,2696971.1560361884
31544,3650936.6512010247
31545,7223695.468864164
31546,9466453.341818362
31547,6548544.204484828
31548,5309296.132809972
31549,5930231.137668995
31550,4260613.589258896
31551,5067696.34530689
31552,6105982.642590695
31553,6122475.448464463
31554,5422820.448995467
31555,3679270.7164197518
31556,5058324.298407237
31557,5141609.569191026
31558,7295073.49518509
31559,4139775.4763652077
31560,5206532.091561814
31561,6620083.93593094
31562,16366615.271213284
31563,2600260.3045593346
31564,7172946.701080127
31565,6055545.478201279
31566,5026620.211837333
31567,10237217.261837589
31568,6439081.457353875
31569,5759393.550211572
31570,6297447.614466145
31571,4663710.264224522
31572,2531305.7418902386
31573,4304732.507433388
31574,8481138.621497363
31575,5494426.084592145
31576,7595824.415301402
31577,5325631.080178995
31578,5921630.021661961
31579,4363218.554075424
31580,6062555.635452254
31581,4575295.630762363
31582,5976797.173568846
31583,6944812.853230263
31584,3264058.0470151776
31585,5235763.228475752
31586,9164075.696608966
31587,10548766.176868739
31588,7725506.924262781
31589,3817012.915902085
31590,5045980.265963523
31591,6858999.266584228
31592,6021343.382015282
31593,7457266.305760222
31594,6894455.983700025
31595,5331729.899573659
31596,4014099.7398637286
31597,4774675.586482823
31598,4065667.2657900425
31599,6679885.446000752
31600,6347939.575565122
31601,11566426.108060101
31602,6228134.696078608
31603,9489810.173457205
31604,3262726.1214536824
31605,3868709.2723772544
31606,5149130.1836583745
31607,6301398.1557962755
31608,6226136.608111618
31609,4909967.624070386
31610,6779690.297025996
31611,8246269.048096488
31612,4799575.793881184
31613,3807629.202114807
31614,9760692.040834488
31615,6852708.030087068
31616,6824964.781127777
31617,4413824.0624469165
31618,4725022.817858229
31619,7092777.8807805935
31620,5016056.204036419
31621,6653367.1589512145
31622,11444434.123610277
31623,6708489.08767798
31624,4065845.726388672
31625,8051890.203994923
31626,5031681.801001416
31627,7280232.634239994
31628,6916329.588747812
31629,8527350.173490291
31630,3865894.0869600726
31631,5777998.587145783
31632,10213844.093600897
31633,5126650.3752491325
31634,6724469.818355656
31635,8698190.279721176
31636,5059214.557552273
31637,4038493.226619468
31638,5116536.054613022
31639,2794989.5129935895
31640,9140269.171576047
31641,3147823.6840984533
31642,3909946.059734285
31643,5888022.917006865
31644,7705018.857657672
31645,8445901.215399101
31646,7213451.813831711
31647,4566298.929975772
31648,7051547.347090916
31649,4793243.263574532
31650,5243179.991555619
31651,9979765.778428826
31652,4769535.165080963
31653,4362393.911917021
31654,5276432.516833291
31655,3848310.817778354
31656,11291478.783726074
31657,5853562.231153558
31658,5034983.293953679
31659,5908951.791644706
31660,3943170.8309769137
31661,5086390.141633114
31662,5579171.806853885
31663,2943766.462428765
31664,4197177.469111339
31665,3061538.738025007
31666,4601215.719209039
31667,6050367.773571262
31668,6777480.998458243
31669,9086088.315862745
31670,5472066.281295832
31671,5603691.507291264
31672,6369191.256638523
31673,7276746.091637289
31674,6452436.539593442
31675,6313824.156005344
31676,6216663.430775849
31677,3895346.0476719467
31678,5376292.642648753
31679,7025303.646911389
31680,5913523.047863387
31681,6597365.858671927
31682,4150110.918511148
31683,5157537.983659342
31684,4999416.5284854835
31685,2743051.3192889118
31686,9428535.58318009
31687,9374462.497138865
31688,7567664.048337548
31689,3046937.027009324
31690,5003613.718732761
31691,3032703.0478234435
31692,8416151.099291345
31693,4971594.01346142
31694,12762957.338887537
31695,5843009.8392878305
31696,2629584.0057099643
31697,5153130.031944749
31698,2516851.7096370608
31699,4279292.204878693
31700,4531499.651878132
31701,6554017.201164031
31702,6262756.721741065
31703,6829904.981565807
31704,5103911.602521829
31705,8451140.386406524
31706,5429857.685122456
31707,8069420.206281862
31708,6058205.917568974
31709,5211155.910365967
31710,8395161.781411108
31711,5783594.951678167
31712,6844113.511861649
31713,6356826.034376336
31714,4182884.8939887104
31715,4101382.729825251
31716,4934562.860261801
31717,6982574.6749805175
31718,3426205.878611288
31719,5707390.61033743
31720,5999160.911609724
31721,3478588.672077711
31722,5398631.731951679
31723,5492091.112292049
31724,5497327.37092119
31725,3789233.103175625
31726,9048608.215104613
31727,5066495.062035211
